"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","CPI","TOT","AGRWTH","Q","2020-Q4",3.17171,
"ZAF","CPI","TOT","AGRWTH","Q","2021-Q1",3.097983,
"ZAF","CPI","TOT","AGRWTH","Q","2021-Q2",4.947635,
"ZAF","CPI","TOT","AGRWTH","Q","2021-Q3",4.939588,
"ZAF","CPI","TOT","AGRWTH","Q","2021-Q4",5.441696,
"ZAF","CPI","TOT","AGRWTH","Q","2022-Q1",5.83508,
"OECD","CPI","TOT","AGRWTH","Q","2016-Q3",1.112,
"OECD","CPI","TOT","AGRWTH","Q","2016-Q4",1.623637,
"OECD","CPI","TOT","AGRWTH","Q","2017-Q1",2.422307,
"OECD","CPI","TOT","AGRWTH","Q","2017-Q2",2.175765,
"OECD","CPI","TOT","AGRWTH","Q","2017-Q3",2.201664,
"OECD","CPI","TOT","AGRWTH","Q","2017-Q4",2.326415,
"OECD","CPI","TOT","AGRWTH","Q","2018-Q1",2.230129,
"OECD","CPI","TOT","AGRWTH","Q","2018-Q2",2.558473,
"OECD","CPI","TOT","AGRWTH","Q","2018-Q3",2.899419,
"OECD","CPI","TOT","AGRWTH","Q","2018-Q4",2.735425,
"OECD","CPI","TOT","AGRWTH","Q","2019-Q1",2.162315,
"OECD","CPI","TOT","AGRWTH","Q","2019-Q2",2.277499,
"OECD","CPI","TOT","AGRWTH","Q","2019-Q3",1.932737,
"OECD","CPI","TOT","AGRWTH","Q","2019-Q4",1.904598,
"OECD","CPI","TOT","AGRWTH","Q","2020-Q1",2.135956,
"OECD","CPI","TOT","AGRWTH","Q","2020-Q2",0.8843093,
"OECD","CPI","TOT","AGRWTH","Q","2020-Q3",1.263989,
"OECD","CPI","TOT","AGRWTH","Q","2020-Q4",1.20003,
"OECD","CPI","TOT","AGRWTH","Q","2021-Q1",1.897682,
"OECD","CPI","TOT","AGRWTH","Q","2021-Q2",3.742628,
"OECD","CPI","TOT","AGRWTH","Q","2021-Q3",4.390594,
"OECD","CPI","TOT","AGRWTH","Q","2021-Q4",5.88354,
"OECD","CPI","TOT","AGRWTH","Q","2022-Q1",7.904444,
"OECDE","CPI","TOT","AGRWTH","Q","2016-Q3",1.036817,
"OECDE","CPI","TOT","AGRWTH","Q","2016-Q4",1.447033,
"OECDE","CPI","TOT","AGRWTH","Q","2017-Q1",2.490297,
"OECDE","CPI","TOT","AGRWTH","Q","2017-Q2",2.483131,
"OECDE","CPI","TOT","AGRWTH","Q","2017-Q3",2.402149,
"OECDE","CPI","TOT","AGRWTH","Q","2017-Q4",2.553712,
"OECDE","CPI","TOT","AGRWTH","Q","2018-Q1",2.195524,
"OECDE","CPI","TOT","AGRWTH","Q","2018-Q2",2.692145,
"OECDE","CPI","TOT","AGRWTH","Q","2018-Q3",3.518269,
"OECDE","CPI","TOT","AGRWTH","Q","2018-Q4",3.662179,
"OECDE","CPI","TOT","AGRWTH","Q","2019-Q1",3.089372,
"OECDE","CPI","TOT","AGRWTH","Q","2019-Q2",3.022257,
"OECDE","CPI","TOT","AGRWTH","Q","2019-Q3",2.385874,
"OECDE","CPI","TOT","AGRWTH","Q","2019-Q4",1.974238,
"OECDE","CPI","TOT","AGRWTH","Q","2020-Q1",2.355254,
"OECDE","CPI","TOT","AGRWTH","Q","2020-Q2",1.506527,
"OECDE","CPI","TOT","AGRWTH","Q","2020-Q3",1.378007,
"OECDE","CPI","TOT","AGRWTH","Q","2020-Q4",1.40322,
"OECDE","CPI","TOT","AGRWTH","Q","2021-Q1",2.296004,
"OECDE","CPI","TOT","AGRWTH","Q","2021-Q2",3.367003,
"OECDE","CPI","TOT","AGRWTH","Q","2021-Q3",4.360823,
"OECDE","CPI","TOT","AGRWTH","Q","2021-Q4",6.424701,
"OECDE","CPI","TOT","AGRWTH","Q","2022-Q1",10.11179,
"G-7","CPI","TOT","AGRWTH","Q","2016-Q3",0.7491167,
"G-7","CPI","TOT","AGRWTH","Q","2016-Q4",1.338182,
"G-7","CPI","TOT","AGRWTH","Q","2017-Q1",1.99215,
"G-7","CPI","TOT","AGRWTH","Q","2017-Q2",1.621975,
"G-7","CPI","TOT","AGRWTH","Q","2017-Q3",1.687888,
"G-7","CPI","TOT","AGRWTH","Q","2017-Q4",1.779874,
"G-7","CPI","TOT","AGRWTH","Q","2018-Q1",1.904997,
"G-7","CPI","TOT","AGRWTH","Q","2018-Q2",2.196851,
"G-7","CPI","TOT","AGRWTH","Q","2018-Q3",2.292185,
"G-7","CPI","TOT","AGRWTH","Q","2018-Q4",1.958932,
"G-7","CPI","TOT","AGRWTH","Q","2019-Q1",1.4168,
"G-7","CPI","TOT","AGRWTH","Q","2019-Q2",1.610354,
"G-7","CPI","TOT","AGRWTH","Q","2019-Q3",1.460477,
"G-7","CPI","TOT","AGRWTH","Q","2019-Q4",1.595683,
"G-7","CPI","TOT","AGRWTH","Q","2020-Q1",1.714014,
"G-7","CPI","TOT","AGRWTH","Q","2020-Q2",0.3622355,
"G-7","CPI","TOT","AGRWTH","Q","2020-Q3",0.7591133,
"G-7","CPI","TOT","AGRWTH","Q","2020-Q4",0.6714012,
"G-7","CPI","TOT","AGRWTH","Q","2021-Q1",1.364461,
"G-7","CPI","TOT","AGRWTH","Q","2021-Q2",3.359074,
"G-7","CPI","TOT","AGRWTH","Q","2021-Q3",3.999061,
"G-7","CPI","TOT","AGRWTH","Q","2021-Q4",5.241602,
"G-7","CPI","TOT","AGRWTH","Q","2022-Q1",6.376148,
"COL","CPI","TOT","AGRWTH","Q","2016-Q3",8.107163,
"COL","CPI","TOT","AGRWTH","Q","2016-Q4",6.063838,
"COL","CPI","TOT","AGRWTH","Q","2017-Q1",5.112671,
"COL","CPI","TOT","AGRWTH","Q","2017-Q2",4.336338,
"COL","CPI","TOT","AGRWTH","Q","2017-Q3",3.742413,
"COL","CPI","TOT","AGRWTH","Q","2017-Q4",4.079581,
"COL","CPI","TOT","AGRWTH","Q","2018-Q1",3.387924,
"COL","CPI","TOT","AGRWTH","Q","2018-Q2",3.16392,
"COL","CPI","TOT","AGRWTH","Q","2018-Q3",3.146962,
"COL","CPI","TOT","AGRWTH","Q","2018-Q4",3.264095,
"COL","CPI","TOT","AGRWTH","Q","2019-Q1",3.134135,
"COL","CPI","TOT","AGRWTH","Q","2019-Q2",3.332549,
"COL","CPI","TOT","AGRWTH","Q","2019-Q3",3.789354,
"COL","CPI","TOT","AGRWTH","Q","2019-Q4",3.839214,
"COL","CPI","TOT","AGRWTH","Q","2020-Q1",3.727752,
"COL","CPI","TOT","AGRWTH","Q","2020-Q2",2.847566,
"COL","CPI","TOT","AGRWTH","Q","2020-Q3",1.93707,
"COL","CPI","TOT","AGRWTH","Q","2020-Q4",1.615342,
"COL","CPI","TOT","AGRWTH","Q","2021-Q1",1.556989,
"COL","CPI","TOT","AGRWTH","Q","2021-Q2",2.955416,
"COL","CPI","TOT","AGRWTH","Q","2021-Q3",4.308102,
"COL","CPI","TOT","AGRWTH","Q","2021-Q4",5.155325,
"COL","CPI","TOT","AGRWTH","Q","2022-Q1",7.828291,
"LVA","CPI","TOT","AGRWTH","Q","2016-Q3",0.2240142,
"LVA","CPI","TOT","AGRWTH","Q","2016-Q4",1.493771,
"LVA","CPI","TOT","AGRWTH","Q","2017-Q1",3.184985,
"LVA","CPI","TOT","AGRWTH","Q","2017-Q2",3.095221,
"LVA","CPI","TOT","AGRWTH","Q","2017-Q3",2.88567,
"LVA","CPI","TOT","AGRWTH","Q","2017-Q4",2.56127,
"LVA","CPI","TOT","AGRWTH","Q","2018-Q1",1.991794,
"LVA","CPI","TOT","AGRWTH","Q","2018-Q2",2.352085,
"LVA","CPI","TOT","AGRWTH","Q","2018-Q3",2.888125,
"LVA","CPI","TOT","AGRWTH","Q","2018-Q4",2.901064,
"LVA","CPI","TOT","AGRWTH","Q","2019-Q1",2.901469,
"LVA","CPI","TOT","AGRWTH","Q","2019-Q2",3.27532,
"LVA","CPI","TOT","AGRWTH","Q","2019-Q3",2.863659,
"LVA","CPI","TOT","AGRWTH","Q","2019-Q4",2.211082,
"LVA","CPI","TOT","AGRWTH","Q","2020-Q1",1.941713,
"LVA","CPI","TOT","AGRWTH","Q","2020-Q2",-0.4235514,
"LVA","CPI","TOT","AGRWTH","Q","2020-Q3",0.0006892101,
"LVA","CPI","TOT","AGRWTH","Q","2020-Q4",-0.6141456,
"LVA","CPI","TOT","AGRWTH","Q","2021-Q1",-0.1234037,
"LVA","CPI","TOT","AGRWTH","Q","2021-Q2",2.327995,
"LVA","CPI","TOT","AGRWTH","Q","2021-Q3",3.793282,
"LVA","CPI","TOT","AGRWTH","Q","2021-Q4",7.140482,
"LVA","CPI","TOT","AGRWTH","Q","2022-Q1",9.227226,
"SAU","CPI","TOT","AGRWTH","Q","2016-Q3",2.074345,
"SAU","CPI","TOT","AGRWTH","Q","2016-Q4",1.268695,
"SAU","CPI","TOT","AGRWTH","Q","2017-Q1",-0.613019,
"SAU","CPI","TOT","AGRWTH","Q","2017-Q2",-0.6495923,
"SAU","CPI","TOT","AGRWTH","Q","2017-Q3",-0.7675661,
"SAU","CPI","TOT","AGRWTH","Q","2017-Q4",-1.324099,
"SAU","CPI","TOT","AGRWTH","Q","2018-Q1",2.988584,
"SAU","CPI","TOT","AGRWTH","Q","2018-Q2",2.407628,
"SAU","CPI","TOT","AGRWTH","Q","2018-Q3",2.208062,
"SAU","CPI","TOT","AGRWTH","Q","2018-Q4",2.226122,
"SAU","CPI","TOT","AGRWTH","Q","2019-Q1",-3.202965,
"SAU","CPI","TOT","AGRWTH","Q","2019-Q2",-2.700186,
"SAU","CPI","TOT","AGRWTH","Q","2019-Q3",-1.820303,
"SAU","CPI","TOT","AGRWTH","Q","2019-Q4",-0.6260307,
"SAU","CPI","TOT","AGRWTH","Q","2020-Q1",1.145143,
"SAU","CPI","TOT","AGRWTH","Q","2020-Q2",0.9603555,
"SAU","CPI","TOT","AGRWTH","Q","2020-Q3",6.010391,
"SAU","CPI","TOT","AGRWTH","Q","2020-Q4",5.629128,
"SAU","CPI","TOT","AGRWTH","Q","2021-Q1",5.306026,
"SAU","CPI","TOT","AGRWTH","Q","2021-Q2",5.697166,
"SAU","CPI","TOT","AGRWTH","Q","2021-Q3",0.4452417,
"SAU","CPI","TOT","AGRWTH","Q","2021-Q4",1.06134,
"SAU","CPI","TOT","AGRWTH","Q","2022-Q1",1.611091,
"EA19","CPI","TOT","AGRWTH","Q","2016-Q3",0.2628514,
"EA19","CPI","TOT","AGRWTH","Q","2016-Q4",0.7321375,
"EA19","CPI","TOT","AGRWTH","Q","2017-Q1",1.735913,
"EA19","CPI","TOT","AGRWTH","Q","2017-Q2",1.525553,
"EA19","CPI","TOT","AGRWTH","Q","2017-Q3",1.480056,
"EA19","CPI","TOT","AGRWTH","Q","2017-Q4",1.413988,
"EA19","CPI","TOT","AGRWTH","Q","2018-Q1",1.269799,
"EA19","CPI","TOT","AGRWTH","Q","2018-Q2",1.714958,
"EA19","CPI","TOT","AGRWTH","Q","2018-Q3",2.119032,
"EA19","CPI","TOT","AGRWTH","Q","2018-Q4",1.908981,
"EA19","CPI","TOT","AGRWTH","Q","2019-Q1",1.426939,
"EA19","CPI","TOT","AGRWTH","Q","2019-Q2",1.40343,
"EA19","CPI","TOT","AGRWTH","Q","2019-Q3",0.9542718,
"EA19","CPI","TOT","AGRWTH","Q","2019-Q4",1.00374,
"EA19","CPI","TOT","AGRWTH","Q","2020-Q1",1.107463,
"EA19","CPI","TOT","AGRWTH","Q","2020-Q2",0.2216944,
"EA19","CPI","TOT","AGRWTH","Q","2020-Q3",-0.03171985,
"EA19","CPI","TOT","AGRWTH","Q","2020-Q4",-0.2753426,
"EA19","CPI","TOT","AGRWTH","Q","2021-Q1",1.060307,
"EA19","CPI","TOT","AGRWTH","Q","2021-Q2",1.835993,
"EA19","CPI","TOT","AGRWTH","Q","2021-Q3",2.827135,
"EA19","CPI","TOT","AGRWTH","Q","2021-Q4",4.627102,
"EA19","CPI","TOT","AGRWTH","Q","2022-Q1",6.147012,
"ARG","CPI","TOT","AGRWTH","Q","2018-Q1",25.28272,
"ARG","CPI","TOT","AGRWTH","Q","2018-Q2",27.10209,
"ARG","CPI","TOT","AGRWTH","Q","2018-Q3",35.44432,
"ARG","CPI","TOT","AGRWTH","Q","2018-Q4",47.35109,
"ARG","CPI","TOT","AGRWTH","Q","2019-Q1",51.81601,
"ARG","CPI","TOT","AGRWTH","Q","2019-Q2",56.2779,
"ARG","CPI","TOT","AGRWTH","Q","2019-Q3",54.12114,
"ARG","CPI","TOT","AGRWTH","Q","2019-Q4",52.16789,
"ARG","CPI","TOT","AGRWTH","Q","2020-Q1",50.43414,
"ARG","CPI","TOT","AGRWTH","Q","2020-Q2",43.8875,
"ARG","CPI","TOT","AGRWTH","Q","2020-Q3",39.79948,
"ARG","CPI","TOT","AGRWTH","Q","2020-Q4",36.37781,
"ARG","CPI","TOT","AGRWTH","Q","2021-Q1",40.6471,
"ARG","CPI","TOT","AGRWTH","Q","2021-Q2",48.46569,
"ARG","CPI","TOT","AGRWTH","Q","2021-Q3",51.89367,
"ARG","CPI","TOT","AGRWTH","Q","2021-Q4",51.39849,
"ARG","CPI","TOT","AGRWTH","Q","2022-Q1",52.76676,
"LTU","CPI","TOT","AGRWTH","Q","2016-Q3",0.7080279,
"LTU","CPI","TOT","AGRWTH","Q","2016-Q4",1.187191,
"LTU","CPI","TOT","AGRWTH","Q","2017-Q1",2.801471,
"LTU","CPI","TOT","AGRWTH","Q","2017-Q2",3.499655,
"LTU","CPI","TOT","AGRWTH","Q","2017-Q3",4.361908,
"LTU","CPI","TOT","AGRWTH","Q","2017-Q4",4.220893,
"LTU","CPI","TOT","AGRWTH","Q","2018-Q1",3.386221,
"LTU","CPI","TOT","AGRWTH","Q","2018-Q2",2.622683,
"LTU","CPI","TOT","AGRWTH","Q","2018-Q3",2.34682,
"LTU","CPI","TOT","AGRWTH","Q","2018-Q4",2.451321,
"LTU","CPI","TOT","AGRWTH","Q","2019-Q1",2.146605,
"LTU","CPI","TOT","AGRWTH","Q","2019-Q2",2.657704,
"LTU","CPI","TOT","AGRWTH","Q","2019-Q3",2.499665,
"LTU","CPI","TOT","AGRWTH","Q","2019-Q4",2.035179,
"LTU","CPI","TOT","AGRWTH","Q","2020-Q1",2.501036,
"LTU","CPI","TOT","AGRWTH","Q","2020-Q2",0.7760175,
"LTU","CPI","TOT","AGRWTH","Q","2020-Q3",1.017205,
"LTU","CPI","TOT","AGRWTH","Q","2020-Q4",0.5270131,
"LTU","CPI","TOT","AGRWTH","Q","2021-Q1",0.8332189,
"LTU","CPI","TOT","AGRWTH","Q","2021-Q2",3.235482,
"LTU","CPI","TOT","AGRWTH","Q","2021-Q3",5.414587,
"LTU","CPI","TOT","AGRWTH","Q","2021-Q4",9.253412,
"LTU","CPI","TOT","AGRWTH","Q","2022-Q1",14.11356,
"G-20","CPI","TOT","AGRWTH","Q","2016-Q3",2.149794,
"G-20","CPI","TOT","AGRWTH","Q","2016-Q4",2.223031,
"G-20","CPI","TOT","AGRWTH","Q","2017-Q1",2.479891,
"G-20","CPI","TOT","AGRWTH","Q","2017-Q2",2.206824,
"G-20","CPI","TOT","AGRWTH","Q","2017-Q3",2.252733,
"G-20","CPI","TOT","AGRWTH","Q","2017-Q4",2.454439,
"G-20","CPI","TOT","AGRWTH","Q","2018-Q1",2.815717,
"G-20","CPI","TOT","AGRWTH","Q","2018-Q2",2.937961,
"G-20","CPI","TOT","AGRWTH","Q","2018-Q3",3.586475,
"G-20","CPI","TOT","AGRWTH","Q","2018-Q4",3.587686,
"G-20","CPI","TOT","AGRWTH","Q","2019-Q1",3.39657,
"G-20","CPI","TOT","AGRWTH","Q","2019-Q2",3.803475,
"G-20","CPI","TOT","AGRWTH","Q","2019-Q3",3.346994,
"G-20","CPI","TOT","AGRWTH","Q","2019-Q4",3.748429,
"G-20","CPI","TOT","AGRWTH","Q","2020-Q1",3.797715,
"G-20","CPI","TOT","AGRWTH","Q","2020-Q2",2.362121,
"G-20","CPI","TOT","AGRWTH","Q","2020-Q3",2.540014,
"G-20","CPI","TOT","AGRWTH","Q","2020-Q4",2.153938,
"G-20","CPI","TOT","AGRWTH","Q","2021-Q1",2.629681,
"G-20","CPI","TOT","AGRWTH","Q","2021-Q2",4.218097,
"G-20","CPI","TOT","AGRWTH","Q","2021-Q3",4.549928,
"G-20","CPI","TOT","AGRWTH","Q","2021-Q4",5.740916,
"G-20","CPI","TOT","AGRWTH","Q","2022-Q1",7.065649,
"EU27_2020","CPI","TOT","AGRWTH","Q","2016-Q3",0.1963656,
"EU27_2020","CPI","TOT","AGRWTH","Q","2016-Q4",0.699324,
"EU27_2020","CPI","TOT","AGRWTH","Q","2017-Q1",1.70785,
"EU27_2020","CPI","TOT","AGRWTH","Q","2017-Q2",1.516912,
"EU27_2020","CPI","TOT","AGRWTH","Q","2017-Q3",1.508055,
"EU27_2020","CPI","TOT","AGRWTH","Q","2017-Q4",1.507986,
"EU27_2020","CPI","TOT","AGRWTH","Q","2018-Q1",1.335405,
"EU27_2020","CPI","TOT","AGRWTH","Q","2018-Q2",1.768899,
"EU27_2020","CPI","TOT","AGRWTH","Q","2018-Q3",2.156484,
"EU27_2020","CPI","TOT","AGRWTH","Q","2018-Q4",1.909106,
"EU27_2020","CPI","TOT","AGRWTH","Q","2019-Q1",1.539616,
"EU27_2020","CPI","TOT","AGRWTH","Q","2019-Q2",1.612851,
"EU27_2020","CPI","TOT","AGRWTH","Q","2019-Q3",1.23006,
"EU27_2020","CPI","TOT","AGRWTH","Q","2019-Q4",1.291519,
"EU27_2020","CPI","TOT","AGRWTH","Q","2020-Q1",1.487359,
"EU27_2020","CPI","TOT","AGRWTH","Q","2020-Q2",0.6039144,
"EU27_2020","CPI","TOT","AGRWTH","Q","2020-Q3",0.4619961,
"EU27_2020","CPI","TOT","AGRWTH","Q","2020-Q4",0.2114565,
"EU27_2020","CPI","TOT","AGRWTH","Q","2021-Q1",1.380096,
"EU27_2020","CPI","TOT","AGRWTH","Q","2021-Q2",2.178012,
"EU27_2020","CPI","TOT","AGRWTH","Q","2021-Q3",3.089958,
"EU27_2020","CPI","TOT","AGRWTH","Q","2021-Q4",4.938272,
"EU27_2020","CPI","TOT","AGRWTH","Q","2022-Q1",6.550519,
