"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","CPI","TOT","AGRWTH","M","2017-02",2.970979,
"BEL","CPI","TOT","AGRWTH","M","2017-03",2.281369,
"BEL","CPI","TOT","AGRWTH","M","2017-04",2.277372,
"BEL","CPI","TOT","AGRWTH","M","2017-05",1.862631,
"BEL","CPI","TOT","AGRWTH","M","2017-06",1.598992,
"BEL","CPI","TOT","AGRWTH","M","2017-07",1.781047,
"BEL","CPI","TOT","AGRWTH","M","2017-08",1.898121,
"BEL","CPI","TOT","AGRWTH","M","2017-09",2.008929,
"BEL","CPI","TOT","AGRWTH","M","2017-10",2.003097,
"BEL","CPI","TOT","AGRWTH","M","2017-11",2.069432,
"BEL","CPI","TOT","AGRWTH","M","2017-12",2.134441,
"BEL","CPI","TOT","AGRWTH","M","2018-01",1.706943,
"BEL","CPI","TOT","AGRWTH","M","2018-02",1.480845,
"BEL","CPI","TOT","AGRWTH","M","2018-03",1.391669,
"BEL","CPI","TOT","AGRWTH","M","2018-04",1.522505,
"BEL","CPI","TOT","AGRWTH","M","2018-05",1.819048,
"BEL","CPI","TOT","AGRWTH","M","2018-06",2.079359,
"BEL","CPI","TOT","AGRWTH","M","2018-07",2.168331,
"BEL","CPI","TOT","AGRWTH","M","2018-08",2.24292,
"BEL","CPI","TOT","AGRWTH","M","2018-09",2.349919,
"BEL","CPI","TOT","AGRWTH","M","2018-10",2.751162,
"BEL","CPI","TOT","AGRWTH","M","2018-11",2.775936,
"BEL","CPI","TOT","AGRWTH","M","2018-12",2.335697,
"BEL","CPI","TOT","AGRWTH","M","2019-01",1.98944,
"BEL","CPI","TOT","AGRWTH","M","2019-02",2.165317,
"BEL","CPI","TOT","AGRWTH","M","2019-03",2.331485,
"BEL","CPI","TOT","AGRWTH","M","2019-04",2.080795,
"BEL","CPI","TOT","AGRWTH","M","2019-05",1.88944,
"BEL","CPI","TOT","AGRWTH","M","2019-06",1.728649,
"BEL","CPI","TOT","AGRWTH","M","2019-07",1.424183,
"BEL","CPI","TOT","AGRWTH","M","2019-08",1.264176,
"BEL","CPI","TOT","AGRWTH","M","2019-09",0.7994051,
"BEL","CPI","TOT","AGRWTH","M","2019-10",0.4801034,
"BEL","CPI","TOT","AGRWTH","M","2019-11",0.3871681,
"BEL","CPI","TOT","AGRWTH","M","2019-12",0.7577158,
"BEL","CPI","TOT","AGRWTH","M","2020-01",1.405195,
"BEL","CPI","TOT","AGRWTH","M","2020-02",1.096572,
"BEL","CPI","TOT","AGRWTH","M","2020-03",0.6247129,
"BEL","CPI","TOT","AGRWTH","M","2020-04",0.5692774,
"BEL","CPI","TOT","AGRWTH","M","2020-05",0.4773708,
"BEL","CPI","TOT","AGRWTH","M","2020-06",0.5970423,
"BEL","CPI","TOT","AGRWTH","M","2020-07",0.7342144,
"BEL","CPI","TOT","AGRWTH","M","2020-08",0.8169635,
"BEL","CPI","TOT","AGRWTH","M","2020-09",0.9037256,
"BEL","CPI","TOT","AGRWTH","M","2020-10",0.74428,
"BEL","CPI","TOT","AGRWTH","M","2020-11",0.5142332,
"BEL","CPI","TOT","AGRWTH","M","2020-12",0.4126926,
"BEL","CPI","TOT","AGRWTH","M","2021-01",0.2552648,
"BEL","CPI","TOT","AGRWTH","M","2021-02",0.455747,
"BEL","CPI","TOT","AGRWTH","M","2021-03",0.8947321,
"BEL","CPI","TOT","AGRWTH","M","2021-04",1.232539,
"BEL","CPI","TOT","AGRWTH","M","2021-05",1.461855,
"BEL","CPI","TOT","AGRWTH","M","2021-06",1.625274,
"BEL","CPI","TOT","AGRWTH","M","2021-07",2.268586,
"BEL","CPI","TOT","AGRWTH","M","2021-08",2.731494,
"BEL","CPI","TOT","AGRWTH","M","2021-09",2.860537,
"BEL","CPI","TOT","AGRWTH","M","2021-10",4.159066,
"BEL","CPI","TOT","AGRWTH","M","2021-11",5.636762,
"BEL","CPI","TOT","AGRWTH","M","2021-12",5.708284,
"BEL","CPI","TOT","AGRWTH","M","2022-01",7.59298,
"CAN","CPI","TOT","AGRWTH","M","2016-12",1.501976,
"CAN","CPI","TOT","AGRWTH","M","2017-01",2.129338,
"CAN","CPI","TOT","AGRWTH","M","2017-02",2.045633,
"CAN","CPI","TOT","AGRWTH","M","2017-03",1.563722,
"CAN","CPI","TOT","AGRWTH","M","2017-04",1.636789,
"CAN","CPI","TOT","AGRWTH","M","2017-05",1.319876,
"CAN","CPI","TOT","AGRWTH","M","2017-06",1.006971,
"CAN","CPI","TOT","AGRWTH","M","2017-07",1.163693,
"CAN","CPI","TOT","AGRWTH","M","2017-08",1.398601,
"CAN","CPI","TOT","AGRWTH","M","2017-09",1.552795,
"CAN","CPI","TOT","AGRWTH","M","2017-10",1.394268,
"CAN","CPI","TOT","AGRWTH","M","2017-11",2.099533,
"CAN","CPI","TOT","AGRWTH","M","2017-12",1.869159,
"CAN","CPI","TOT","AGRWTH","M","2018-01",1.698842,
"CAN","CPI","TOT","AGRWTH","M","2018-02",2.158828,
"CAN","CPI","TOT","AGRWTH","M","2018-03",2.309469,
"CAN","CPI","TOT","AGRWTH","M","2018-04",2.223926,
"CAN","CPI","TOT","AGRWTH","M","2018-05",2.222222,
"CAN","CPI","TOT","AGRWTH","M","2018-06",2.453988,
"CAN","CPI","TOT","AGRWTH","M","2018-07",2.990798,
"CAN","CPI","TOT","AGRWTH","M","2018-08",2.835249,
"CAN","CPI","TOT","AGRWTH","M","2018-09",2.217125,
"CAN","CPI","TOT","AGRWTH","M","2018-10",2.444614,
"CAN","CPI","TOT","AGRWTH","M","2018-11",1.675552,
"CAN","CPI","TOT","AGRWTH","M","2018-12",1.987768,
"CAN","CPI","TOT","AGRWTH","M","2019-01",1.442673,
"CAN","CPI","TOT","AGRWTH","M","2019-02",1.509434,
"CAN","CPI","TOT","AGRWTH","M","2019-03",1.881114,
"CAN","CPI","TOT","AGRWTH","M","2019-04",2.025506,
"CAN","CPI","TOT","AGRWTH","M","2019-05",2.398801,
"CAN","CPI","TOT","AGRWTH","M","2019-06",2.020958,
"CAN","CPI","TOT","AGRWTH","M","2019-07",2.010424,
"CAN","CPI","TOT","AGRWTH","M","2019-08",1.937407,
"CAN","CPI","TOT","AGRWTH","M","2019-09",1.869858,
"CAN","CPI","TOT","AGRWTH","M","2019-10",1.86428,
"CAN","CPI","TOT","AGRWTH","M","2019-11",2.172285,
"CAN","CPI","TOT","AGRWTH","M","2019-12",2.248876,
"CAN","CPI","TOT","AGRWTH","M","2020-01",2.39521,
"CAN","CPI","TOT","AGRWTH","M","2020-02",2.156134,
"CAN","CPI","TOT","AGRWTH","M","2020-03",0.886263,
"CAN","CPI","TOT","AGRWTH","M","2020-04",-0.2205882,
"CAN","CPI","TOT","AGRWTH","M","2020-05",-0.3660322,
"CAN","CPI","TOT","AGRWTH","M","2020-06",0.6603081,
"CAN","CPI","TOT","AGRWTH","M","2020-07",0.1459854,
"CAN","CPI","TOT","AGRWTH","M","2020-08",0.1461988,
"CAN","CPI","TOT","AGRWTH","M","2020-09",0.51395,
"CAN","CPI","TOT","AGRWTH","M","2020-10",0.658858,
"CAN","CPI","TOT","AGRWTH","M","2020-11",0.9530792,
"CAN","CPI","TOT","AGRWTH","M","2020-12",0.7331378,
"CAN","CPI","TOT","AGRWTH","M","2021-01",1.023392,
"CAN","CPI","TOT","AGRWTH","M","2021-02",1.091703,
"CAN","CPI","TOT","AGRWTH","M","2021-03",2.196193,
"CAN","CPI","TOT","AGRWTH","M","2021-04",3.389831,
"CAN","CPI","TOT","AGRWTH","M","2021-05",3.600294,
"CAN","CPI","TOT","AGRWTH","M","2021-06",3.061224,
"CAN","CPI","TOT","AGRWTH","M","2021-07",3.717201,
"CAN","CPI","TOT","AGRWTH","M","2021-08",4.087591,
"CAN","CPI","TOT","AGRWTH","M","2021-09",4.382761,
"CAN","CPI","TOT","AGRWTH","M","2021-10",4.654545,
"CAN","CPI","TOT","AGRWTH","M","2021-11",4.720407,
"CAN","CPI","TOT","AGRWTH","M","2021-12",4.803493,
"CAN","CPI","TOT","AGRWTH","M","2022-01",5.137482,
"CZE","CPI","TOT","AGRWTH","M","2016-12",2.01005,
"CZE","CPI","TOT","AGRWTH","M","2017-01",2.197802,
"CZE","CPI","TOT","AGRWTH","M","2017-02",2.49501,
"CZE","CPI","TOT","AGRWTH","M","2017-03",2.597403,
"CZE","CPI","TOT","AGRWTH","M","2017-04",1.986097,
"CZE","CPI","TOT","AGRWTH","M","2017-05",2.38806,
"CZE","CPI","TOT","AGRWTH","M","2017-06",2.286282,
"CZE","CPI","TOT","AGRWTH","M","2017-07",2.477701,
"CZE","CPI","TOT","AGRWTH","M","2017-08",2.480159,
"CZE","CPI","TOT","AGRWTH","M","2017-09",2.686567,
"CZE","CPI","TOT","AGRWTH","M","2017-10",2.876984,
"CZE","CPI","TOT","AGRWTH","M","2017-11",2.56917,
"CZE","CPI","TOT","AGRWTH","M","2017-12",2.364532,
"CZE","CPI","TOT","AGRWTH","M","2018-01",2.150538,
"CZE","CPI","TOT","AGRWTH","M","2018-02",1.752678,
"CZE","CPI","TOT","AGRWTH","M","2018-03",1.655307,
"CZE","CPI","TOT","AGRWTH","M","2018-04",1.94742,
"CZE","CPI","TOT","AGRWTH","M","2018-05",2.23518,
"CZE","CPI","TOT","AGRWTH","M","2018-06",2.623907,
"CZE","CPI","TOT","AGRWTH","M","2018-07",2.321083,
"CZE","CPI","TOT","AGRWTH","M","2018-08",2.516941,
"CZE","CPI","TOT","AGRWTH","M","2018-09",2.325581,
"CZE","CPI","TOT","AGRWTH","M","2018-10",2.217936,
"CZE","CPI","TOT","AGRWTH","M","2018-11",2.023121,
"CZE","CPI","TOT","AGRWTH","M","2018-12",2.021174,
"CZE","CPI","TOT","AGRWTH","M","2019-01",2.488038,
"CZE","CPI","TOT","AGRWTH","M","2019-02",2.679426,
"CZE","CPI","TOT","AGRWTH","M","2019-03",2.969349,
"CZE","CPI","TOT","AGRWTH","M","2019-04",2.769819,
"CZE","CPI","TOT","AGRWTH","M","2019-05",2.946768,
"CZE","CPI","TOT","AGRWTH","M","2019-06",2.746212,
"CZE","CPI","TOT","AGRWTH","M","2019-07",2.930057,
"CZE","CPI","TOT","AGRWTH","M","2019-08",2.92729,
"CZE","CPI","TOT","AGRWTH","M","2019-09",2.651515,
"CZE","CPI","TOT","AGRWTH","M","2019-10",2.735849,
"CZE","CPI","TOT","AGRWTH","M","2019-11",3.116147,
"CZE","CPI","TOT","AGRWTH","M","2019-12",3.207547,
"CZE","CPI","TOT","AGRWTH","M","2020-01",3.641457,
"CZE","CPI","TOT","AGRWTH","M","2020-02",3.727866,
"CZE","CPI","TOT","AGRWTH","M","2020-03",3.44186,
"CZE","CPI","TOT","AGRWTH","M","2020-04",3.159851,
"CZE","CPI","TOT","AGRWTH","M","2020-05",2.862419,
"CZE","CPI","TOT","AGRWTH","M","2020-06",3.317972,
"CZE","CPI","TOT","AGRWTH","M","2020-07",3.397613,
"CZE","CPI","TOT","AGRWTH","M","2020-08",3.302752,
"CZE","CPI","TOT","AGRWTH","M","2020-09",3.228782,
"CZE","CPI","TOT","AGRWTH","M","2020-10",2.938476,
"CZE","CPI","TOT","AGRWTH","M","2020-11",2.655678,
"CZE","CPI","TOT","AGRWTH","M","2020-12",2.285192,
"CZE","CPI","TOT","AGRWTH","M","2021-01",2.162162,
"CZE","CPI","TOT","AGRWTH","M","2021-02",2.066487,
"CZE","CPI","TOT","AGRWTH","M","2021-03",2.33813,
"CZE","CPI","TOT","AGRWTH","M","2021-04",3.063063,
"CZE","CPI","TOT","AGRWTH","M","2021-05",2.872531,
"CZE","CPI","TOT","AGRWTH","M","2021-06",2.765388,
"CZE","CPI","TOT","AGRWTH","M","2021-07",3.374778,
"CZE","CPI","TOT","AGRWTH","M","2021-08",4.085258,
"CZE","CPI","TOT","AGRWTH","M","2021-09",4.915103,
"CZE","CPI","TOT","AGRWTH","M","2021-10",5.798394,
"CZE","CPI","TOT","AGRWTH","M","2021-11",5.976807,
"CZE","CPI","TOT","AGRWTH","M","2021-12",6.613048,
"CZE","CPI","TOT","AGRWTH","M","2022-01",9.876543,
"DNK","CPI","TOT","AGRWTH","M","2016-12",0.501002,
"DNK","CPI","TOT","AGRWTH","M","2017-01",0.9054326,
"DNK","CPI","TOT","AGRWTH","M","2017-02",0.999001,
"DNK","CPI","TOT","AGRWTH","M","2017-03",0.998004,
"DNK","CPI","TOT","AGRWTH","M","2017-04",1.09671,
"DNK","CPI","TOT","AGRWTH","M","2017-05",0.7960199,
"DNK","CPI","TOT","AGRWTH","M","2017-06",0.5964215,
"DNK","CPI","TOT","AGRWTH","M","2017-07",1.492537,
"DNK","CPI","TOT","AGRWTH","M","2017-08",1.497006,
"DNK","CPI","TOT","AGRWTH","M","2017-09",1.596806,
"DNK","CPI","TOT","AGRWTH","M","2017-10",1.494024,
"DNK","CPI","TOT","AGRWTH","M","2017-11",1.296112,
"DNK","CPI","TOT","AGRWTH","M","2017-12",0.997009,
"DNK","CPI","TOT","AGRWTH","M","2018-01",0.6979063,
"DNK","CPI","TOT","AGRWTH","M","2018-02",0.5934718,
"DNK","CPI","TOT","AGRWTH","M","2018-03",0.4940712,
"DNK","CPI","TOT","AGRWTH","M","2018-04",0.7889546,
"DNK","CPI","TOT","AGRWTH","M","2018-05",1.085883,
"DNK","CPI","TOT","AGRWTH","M","2018-06",1.086957,
"DNK","CPI","TOT","AGRWTH","M","2018-07",1.078431,
"DNK","CPI","TOT","AGRWTH","M","2018-08",0.9832842,
"DNK","CPI","TOT","AGRWTH","M","2018-09",0.5893909,
"DNK","CPI","TOT","AGRWTH","M","2018-10",0.7850834,
"DNK","CPI","TOT","AGRWTH","M","2018-11",0.7874016,
"DNK","CPI","TOT","AGRWTH","M","2018-12",0.7897335,
"DNK","CPI","TOT","AGRWTH","M","2019-01",1.287129,
"DNK","CPI","TOT","AGRWTH","M","2019-02",1.081613,
"DNK","CPI","TOT","AGRWTH","M","2019-03",1.179941,
"DNK","CPI","TOT","AGRWTH","M","2019-04",0.9784736,
"DNK","CPI","TOT","AGRWTH","M","2019-05",0.6835938,
"DNK","CPI","TOT","AGRWTH","M","2019-06",0.5865102,
"DNK","CPI","TOT","AGRWTH","M","2019-07",0.3879728,
"DNK","CPI","TOT","AGRWTH","M","2019-08",0.3894839,
"DNK","CPI","TOT","AGRWTH","M","2019-09",0.4882813,
"DNK","CPI","TOT","AGRWTH","M","2019-10",0.5842259,
"DNK","CPI","TOT","AGRWTH","M","2019-11",0.6835938,
"DNK","CPI","TOT","AGRWTH","M","2019-12",0.7835456,
"DNK","CPI","TOT","AGRWTH","M","2020-01",0.684262,
"DNK","CPI","TOT","AGRWTH","M","2020-02",0.7782101,
"DNK","CPI","TOT","AGRWTH","M","2020-03",0.3887269,
"DNK","CPI","TOT","AGRWTH","M","2020-04",0,
"DNK","CPI","TOT","AGRWTH","M","2020-05",0,
"DNK","CPI","TOT","AGRWTH","M","2020-06",0.2915452,
"DNK","CPI","TOT","AGRWTH","M","2020-07",0.4830918,
"DNK","CPI","TOT","AGRWTH","M","2020-08",0.484966,
"DNK","CPI","TOT","AGRWTH","M","2020-09",0.5830904,
"DNK","CPI","TOT","AGRWTH","M","2020-10",0.3872217,
"DNK","CPI","TOT","AGRWTH","M","2020-11",0.484966,
"DNK","CPI","TOT","AGRWTH","M","2020-12",0.4859087,
"DNK","CPI","TOT","AGRWTH","M","2021-01",0.5825243,
"DNK","CPI","TOT","AGRWTH","M","2021-02",0.5791506,
"DNK","CPI","TOT","AGRWTH","M","2021-03",0.9680542,
"DNK","CPI","TOT","AGRWTH","M","2021-04",1.453488,
"DNK","CPI","TOT","AGRWTH","M","2021-05",1.745878,
"DNK","CPI","TOT","AGRWTH","M","2021-06",1.744186,
"DNK","CPI","TOT","AGRWTH","M","2021-07",1.634615,
"DNK","CPI","TOT","AGRWTH","M","2021-08",1.833977,
"DNK","CPI","TOT","AGRWTH","M","2021-09",2.222222,
"DNK","CPI","TOT","AGRWTH","M","2021-10",2.989393,
"DNK","CPI","TOT","AGRWTH","M","2021-11",3.378378,
"DNK","CPI","TOT","AGRWTH","M","2021-12",3.094778,
"DNK","CPI","TOT","AGRWTH","M","2022-01",4.343629,
"FIN","CPI","TOT","AGRWTH","M","2016-12",1.030103,
"FIN","CPI","TOT","AGRWTH","M","2017-01",0.8436276,
"FIN","CPI","TOT","AGRWTH","M","2017-02",1.223671,
"FIN","CPI","TOT","AGRWTH","M","2017-03",0.8293365,
"FIN","CPI","TOT","AGRWTH","M","2017-04",0.8468666,
"FIN","CPI","TOT","AGRWTH","M","2017-05",0.7175603,
"FIN","CPI","TOT","AGRWTH","M","2017-06",0.7470863,
"FIN","CPI","TOT","AGRWTH","M","2017-07",0.5283094,
"FIN","CPI","TOT","AGRWTH","M","2017-08",0.7372721,
"FIN","CPI","TOT","AGRWTH","M","2017-09",0.7758106,
"FIN","CPI","TOT","AGRWTH","M","2017-10",0.5459057,
"FIN","CPI","TOT","AGRWTH","M","2017-11",0.7740399,
"FIN","CPI","TOT","AGRWTH","M","2017-12",0.4850525,
"FIN","CPI","TOT","AGRWTH","M","2018-01",0.7967334,
"FIN","CPI","TOT","AGRWTH","M","2018-02",0.5945303,
"FIN","CPI","TOT","AGRWTH","M","2018-03",0.8126053,
"FIN","CPI","TOT","AGRWTH","M","2018-04",0.7508398,
"FIN","CPI","TOT","AGRWTH","M","2018-05",1.019197,
"FIN","CPI","TOT","AGRWTH","M","2018-06",1.1667,
"FIN","CPI","TOT","AGRWTH","M","2018-07",1.368369,
"FIN","CPI","TOT","AGRWTH","M","2018-08",1.256058,
"FIN","CPI","TOT","AGRWTH","M","2018-09",1.263324,
"FIN","CPI","TOT","AGRWTH","M","2018-10",1.530109,
"FIN","CPI","TOT","AGRWTH","M","2018-11",1.260463,
"FIN","CPI","TOT","AGRWTH","M","2018-12",1.18215,
"FIN","CPI","TOT","AGRWTH","M","2019-01",1.086849,
"FIN","CPI","TOT","AGRWTH","M","2019-02",1.260835,
"FIN","CPI","TOT","AGRWTH","M","2019-03",1.120613,
"FIN","CPI","TOT","AGRWTH","M","2019-04",1.461071,
"FIN","CPI","TOT","AGRWTH","M","2019-05",1.175433,
"FIN","CPI","TOT","AGRWTH","M","2019-06",1.016419,
"FIN","CPI","TOT","AGRWTH","M","2019-07",0.8314584,
"FIN","CPI","TOT","AGRWTH","M","2019-08",1.093964,
"FIN","CPI","TOT","AGRWTH","M","2019-09",0.9161794,
"FIN","CPI","TOT","AGRWTH","M","2019-10",0.7486631,
"FIN","CPI","TOT","AGRWTH","M","2019-11",0.6710104,
"FIN","CPI","TOT","AGRWTH","M","2019-12",0.9151981,
"FIN","CPI","TOT","AGRWTH","M","2020-01",0.9871958,
"FIN","CPI","TOT","AGRWTH","M","2020-02",0.8463035,
"FIN","CPI","TOT","AGRWTH","M","2020-03",0.6027024,
"FIN","CPI","TOT","AGRWTH","M","2020-04",-0.318933,
"FIN","CPI","TOT","AGRWTH","M","2020-05",-0.1645851,
"FIN","CPI","TOT","AGRWTH","M","2020-06",-0.03869969,
"FIN","CPI","TOT","AGRWTH","M","2020-07",0.5917734,
"FIN","CPI","TOT","AGRWTH","M","2020-08",0.2028985,
"FIN","CPI","TOT","AGRWTH","M","2020-09",0.1641878,
"FIN","CPI","TOT","AGRWTH","M","2020-10",0.1833623,
"FIN","CPI","TOT","AGRWTH","M","2020-11",0.2125193,
"FIN","CPI","TOT","AGRWTH","M","2020-12",0.2315485,
"FIN","CPI","TOT","AGRWTH","M","2021-01",0.8904375,
"FIN","CPI","TOT","AGRWTH","M","2021-02",0.9163693,
"FIN","CPI","TOT","AGRWTH","M","2021-03",1.333462,
"FIN","CPI","TOT","AGRWTH","M","2021-04",2.055459,
"FIN","CPI","TOT","AGRWTH","M","2021-05",2.230411,
"FIN","CPI","TOT","AGRWTH","M","2021-06",1.974448,
"FIN","CPI","TOT","AGRWTH","M","2021-07",1.948115,
"FIN","CPI","TOT","AGRWTH","M","2021-08",2.169511,
"FIN","CPI","TOT","AGRWTH","M","2021-09",2.487706,
"FIN","CPI","TOT","AGRWTH","M","2021-10",3.159619,
"FIN","CPI","TOT","AGRWTH","M","2021-11",3.691922,
"FIN","CPI","TOT","AGRWTH","M","2021-12",3.465204,
"FIN","CPI","TOT","AGRWTH","M","2022-01",4.37452,
"FRA","CPI","TOT","AGRWTH","M","2016-12",0.6097561,
"FRA","CPI","TOT","AGRWTH","M","2017-01",1.34235,
"FRA","CPI","TOT","AGRWTH","M","2017-02",1.208094,
"FRA","CPI","TOT","AGRWTH","M","2017-03",1.14977,
"FRA","CPI","TOT","AGRWTH","M","2017-04",1.168948,
"FRA","CPI","TOT","AGRWTH","M","2017-05",0.8059701,
"FRA","CPI","TOT","AGRWTH","M","2017-06",0.6856802,
"FRA","CPI","TOT","AGRWTH","M","2017-07",0.7182045,
"FRA","CPI","TOT","AGRWTH","M","2017-08",0.9047524,
"FRA","CPI","TOT","AGRWTH","M","2017-09",0.9866454,
"FRA","CPI","TOT","AGRWTH","M","2017-10",1.056093,
"FRA","CPI","TOT","AGRWTH","M","2017-11",1.175884,
"FRA","CPI","TOT","AGRWTH","M","2017-12",1.19225,
"FRA","CPI","TOT","AGRWTH","M","2018-01",1.334528,
"FRA","CPI","TOT","AGRWTH","M","2018-02",1.183726,
"FRA","CPI","TOT","AGRWTH","M","2018-03",1.561728,
"FRA","CPI","TOT","AGRWTH","M","2018-04",1.639344,
"FRA","CPI","TOT","AGRWTH","M","2018-05",2.023492,
"FRA","CPI","TOT","AGRWTH","M","2018-06",2.023293,
"FRA","CPI","TOT","AGRWTH","M","2018-07",2.287808,
"FRA","CPI","TOT","AGRWTH","M","2018-08",2.25638,
"FRA","CPI","TOT","AGRWTH","M","2018-09",2.20073,
"FRA","CPI","TOT","AGRWTH","M","2018-10",2.20842,
"FRA","CPI","TOT","AGRWTH","M","2018-11",1.891067,
"FRA","CPI","TOT","AGRWTH","M","2018-12",1.590574,
"FRA","CPI","TOT","AGRWTH","M","2019-01",1.238329,
"FRA","CPI","TOT","AGRWTH","M","2019-02",1.317342,
"FRA","CPI","TOT","AGRWTH","M","2019-03",1.109489,
"FRA","CPI","TOT","AGRWTH","M","2019-04",1.263117,
"FRA","CPI","TOT","AGRWTH","M","2019-05",0.9384675,
"FRA","CPI","TOT","AGRWTH","M","2019-06",1.170552,
"FRA","CPI","TOT","AGRWTH","M","2019-07",1.065066,
"FRA","CPI","TOT","AGRWTH","M","2019-08",1.040663,
"FRA","CPI","TOT","AGRWTH","M","2019-09",0.9076864,
"FRA","CPI","TOT","AGRWTH","M","2019-10",0.7620334,
"FRA","CPI","TOT","AGRWTH","M","2019-11",1.034316,
"FRA","CPI","TOT","AGRWTH","M","2019-12",1.45936,
"FRA","CPI","TOT","AGRWTH","M","2020-01",1.485293,
"FRA","CPI","TOT","AGRWTH","M","2020-02",1.426354,
"FRA","CPI","TOT","AGRWTH","M","2020-03",0.6737896,
"FRA","CPI","TOT","AGRWTH","M","2020-04",0.326233,
"FRA","CPI","TOT","AGRWTH","M","2020-05",0.3642289,
"FRA","CPI","TOT","AGRWTH","M","2020-06",0.2008032,
"FRA","CPI","TOT","AGRWTH","M","2020-07",0.7760108,
"FRA","CPI","TOT","AGRWTH","M","2020-08",0.2193401,
"FRA","CPI","TOT","AGRWTH","M","2020-09",0.04784689,
